time,event,target,perpetrator,itype raw,institution,discipline,oldq,response,punishment,career,mental,life,comments,perpgender,oldlabel,someresponse,gendersquash,oldcleandiscipline,coarsediscipline,cleantarget,coarsetarget,itype,oldinstitution,label,cleaninstitution,cleandiscipline
12/4/2017 19:33:18,"I was attending a week-long academic event I had helped organize that was held in conjunction with an incredibly large national event in 2016. We invited Lester Spense to be our keynote speaker for this event, and I was incredibly excited to talk to him about his work since I respect it so much. The first day I met him, I was excitedly talking about a new book that had just come out, and how it intersected with his work and my own when he interrupted me and asked ""Do you have a partner that helps you with this?"" I was confused and hurt, and responded ""um, absolutely not. I do all of my own work."" He replied ""I'm trying to ask if you're single or not, that's all."" I didn't know what to do since I was shocked for several reasons: one being that he is very public about his marriage and his children, and two, because I was caught off guard. This was the first of many incidents that week with him. I kept trying to keep my other male-identified friends around me, but they also did not understand what the big deal was. I told the group at one point ""Lester Spense keeps trying to sleep with me,"" and my ""friend"" said ""awesome, you should do it!"" I was heartbroken, because once again, they didn't understand what it's like to never be asked about your work, but instead treated like someone who is just there to have sex with. On the last night of the event, LS text messaged me on my phone (this is how I found out one of my male friends gave him my number), showed up at the bar we were at, bought me a drink (which I did not drink), and told his ride to go on home without him because I would take him to where he was staying. He lied to me and told me he was getting divorced. I told my friends I didn't want him in my car, and the other event organizer said ""god dammit just take him to xxx's house."" So, that man's friend rode in the front seat of my car while Lester Spense literally pouted in my backseat because it was finally clear to him that I would not be sleeping with him. He continued to text me for two weeks after this event.    ",PhD student,Fairly famous tenured professor ,Elite Institution/Ivy League,"He works at Johns Hopkins, but it was an event at another university ",English ,,None,Absolutely none,None for now; I worry about running into him at conferences in my field ,It actually helped me gain understanding and confidence talking it out through therapy. It was a very rough week though. ,Now I don't blame myself when things like this happen. ,,Male,43073814794,no,Male,English ,English,Phd Student,Phd,Elite Institution/Ivy League,"He works at Johns Hopkins, but it was an event at another university ",1692,Johns Hopkins,English
12/4/2017 19:26:19,"During a graduate conference, a full professor who worked in another department on campus, but was affliated with the English Department smacked the buttox of a assistant professor and groped a female graduate student. ","PhD student, ABD","He brought money into the department. The year I ran the conference we tried to make changes, but we were blocked by the graduate director of the department of English because of his influence. ",R2,Ball State University,English,,Told by her dissertation chair to drop it. ,None. ,None. ,Guilt. ,out of academia,,Male,43073809948,yes,Male,English,English,"Phd Student, Abd",Phd,R2,Ball State ,1693,Ball State University,English
12/4/2017 19:25:42,"I eventually had the experience of feeling that at least 3 male faculty on my campus, 2 of whom were in my department, pursued friendships with me outside of classes and formal campus events in several instances, and 2 with the goal of establishing consensual romantic dialogues.  After I went to lunch with the 3rd, which was a bit too long for my comfort (an intellectual dialogue that lasted 5 hours) I felt uncomfortable when he left me several phone messages eager to get together again, distanced myself from him, removed him from my dissertation committee, and never had anything else to do with him for my remaining years in the program.  He seemed to get the message.  In that case I cannot be sure whether he was trying to cross the line but took no chances.  One, I would say, played on my professional vulnerability and isolation and attempted to cultivate the proverbial ""school girl crush.""","I was still a student in 2 instances and an assistant professor in the third, in a situation where one of my former professors, a couple years after my graduation, made moves on me and attempted to turn a mentoring relationship into a romantic one.",All of them were university professors at the time and I was a student.  ,Elite Institution/Ivy League,,"Humanities or literature; in one case the professor was a historian.  I think that I began to connect to him and regard him as a friend because he listened to me, and took time to mentor me in ways that my woman mentor did not, who was obviously more invested in her male student.  ",,Never reported,Never reported,"There's nothing that I am aware of.  Harassment may be too strong a word to describe my experiences.  I always perceived that isolation among some male faculty, and being socially dysfunctional, leads them to attempt pursuit of some young academic women, particularly in the cases of those who are single.  ","Cynicism about friendship and relationships; profound distrust of men.  I have the impression that some academic men are uninterested in mentoring and engaging with women to whom they lack accessibility, do not find to be attractive, or are unable to date and build personal or intimate relationships.  This predatory mentality has to change.",I am much more guarded and distant.  I do not trust most men in academia for ways in which some attempt to manipulate young women  ,,Male,43073809509,yes,Male,"Humanities Or Literature; In One Case The Professor Was A Historian.  I Think That I Began To Connect To Him And Regard Him As A Friend Because He Listened To Me, And Took Time To Mentor Me In Ways That My Woman Mentor Did Not, Who Was Obviously More Invested In Her Male Student.  ",Humanities,"I was still a student in 2 instances and an assistant professor in the third, in a situation where one of my former professors, a couple years after my graduation, made moves on me and attempted to turn a mentoring relationship into a romantic one.",I,Elite Institution/Ivy League,,1694,,Humanities;Literature
12/4/2017 19:17:41,Sexist comments ,PhD students ,Laboratory director ,Other R1,,Physics,,None,None,Change field. Did not feel I should stay in the field,Unsure,I changed field,,Male,43073803948,no,Male,Physics,Physics,Phd Students ,Phd,Other R1,,1695,,Physics
12/4/2017 19:16:03,"My former advisor had some very questionable boundaries with me particularly, though I learned over the course of two years that he had a track record of sleeping with students. He would take me out to dinner every weekend, and even took me on vacation, but when I would try to discuss what was happening, he would accuse me of being ""crazy,"" or ""overthinking things."" He would often publicly humiliate me in reference to our relationship. This occurred while I was in graduate school. He had a loyal group of followers at the university, and so my confusion was often dismissed. Because there was a cult of personality in regard to this individual, his behavior was normalized within the department, and sadly, his other former students still believe that any adverse consequences that his targets may have is entirely their own fault.   ",Graduate student,Tenured faculty ,Other R1,,English,,"None. The department chair is married to one of his former graduate students, and several other faculty members at this institution have done so as well.  ",None. He was actually promoted during the height of this in both the university and his wider field of inquiry. He also works in a field that specifically encourages the perception that he has a different sexual orientation than his own; I don't think that is entirely coincidental.  ,"I almost quit graduate school, but thankfully I did not thanks to a new advisor who was actually supportive of me and my career without ""wanting"" anything in return. She (my new advisor) also does not like to elevate her own status by encouraging a cult of personality to reinforce her ""genius"" that would shield her from responsibility (unlike my previous advisor). I ended up switching fields entirely, and still live in fear of running into him at a conference. ","3 + years of therapy; my self-concept was almost totally destroyed, and I still don't trust myself to be able to evaluate the reality of a situation. I didn't have much confidence anyway, but this particular incident did not help to say the least. Therapy has helped me gain a lot of clarity in regard to this, but it is a work in progress. ","As I said, I did switch fields to lower the likelihood of running into him or his friends. I also have a problem trusting people, and can't seem to form romantic attachments to anyone anymore. I'm working on this, but it takes time. ",,Male,43073802818,no,Male,English,English,Graduate Student,Graduate,Other R1,,1696,,English
12/4/2017 19:12:24,"In 2001 I was harassed by my professor in graduate school. He was a famous writer. I asked him to be my Thesis Advisor, and he said ""I don't want to be your advisor, because I want to date you.""",A graduate student,"A tenured faculty member, very famous, Macarthur Genius award, many novels, did not really even need to teach",Regional Teaching College,,English Creative Writing,,None. Enabled it. ,None.,Hard to say,"Hard for a time, but I moved on. ",,,Male,43073800275,no,Male,English Creative Writing,English,A Graduate Student,A,Regional Teaching College,,1697,,English;Creative Writing
12/4/2017 19:12:16,"During a university event, two male coworkers commented about my breasts.",Assistant Professor,Associate,Other Type of School,,,,"I reported it to HR and was then presented with anonymous ""performance"" issues.  Two months later I was fired.",Nothing,"Had to leave the state for another job and although an attorney negotiated a settlement, I still have to report termination as reason for leaving.",I feel like I may never recover and will always worry about losing my job.  I regret reporting the incident.,I chose a job that I felt I had to take and it's not a great fit.  Not sure what to do now.,,Male,43073800185,yes,Male,,,Assistant Professor,Assistant,Other Type of School,,1698,,
12/4/2017 19:11:18,I was sexually harassed and assaulted while working I. My dissertation by my advisor.,"""all but dissertation""",Former chair of the Philosophy dept.,"More Than One Institution (feel free to elaborate in ""Comments"")",,Philosophy ,,"Found him guilty, but I was told they wouldn't ""accommodate"" me and had to leave. I can't get LoR now from the school.",He was told not to be alone with female students for a semester,"12 years later, I am still ABD. ","PTSD, overall totally negative. Plagues with far more self doubt. ",I spent a good part of my life working toward my PhD and I've financially and emotionally suffered. The nightmare never goes away.,"There where witnesses who corroborated my story; my assailant admitted everything. I reported this to my state's commission on human rights, which also found my rights had been violated. Statutes of limitations are far too short when it comes to these crimes. ",Male,43073799519,yes,Male,Philosophy ,Philosophy,"""All But Dissertation""",,Multiple,,1699,,Philosophy
12/4/2017 19:09:32,"I had asked a question of our development director in a faculty meeting, who then went to her boss and said I yelled at her.  My boss stopped into my office within 48 hours and stated that I was unprofessional and the he and his boss wanted to meet with me with the HR person.  He was very elusive when I asked exactly what the intent of the meeting was an if their interpretation of the situation would go on my record.  At the meeting, my boss, my bosses' boss (but no HR person) met.  I was first asked for my interpretation of the event, but the subsequent 20 minutes were them both trying to goad me into stating that I was angry.  I wasn't angry when I asked the question, which I restated 6+ times.  I was then told that I had a history of speaking unprofessionally (even though this was the first time it was noted by a superior) and that I must learn to speak politely.  The next 20 minutes were then me listening to them discuss their children, which included a statement that I wouldn't be affected by my child going to college since I worked.  There were also elusions to my parenting.  I just smiled throughout it.  At the end, I was told I had to apologize to the development director who said it was no big deal.  ",Tenured full professor,Bosses' boss,Other R1,,Health sciences,,Didn't report,None,relocated,self-blame.  was afraid for most of my career there to ask questions,relocated,,Male,43073798293,yes,Male,Health Sciences,Health,Tenured Full Professor,Tenured,Other R1,,1700,,Health Sciences
12/4/2017 19:09:29,An older male colleague kissed me on the mouth as I was leaving the campus dinner celebration for the publication of his memoir. ,Full Professor,Full Professor,Elite Institution/Ivy League,Princeton,Religious Studies,,Not reported,None,,,,,Male,43073798256,yes,Male,Religious Studies,Religious,Full Professor,Full,Elite Institution/Ivy League,Princeton,1701,Princeton,Religion
12/4/2017 19:06:38,date rape,grad student,classmate,Other R1,,women studies,,none,none,trauma,depression and anxiety,cautionary tale to not trust those that say they are being friends,,Male,43073796275,no,Male,Women Studies,Women,Grad Student,Grad,Other R1,,1702,,
12/4/2017 19:05:26,A telescope tech looked through the bedroom windows at night to watch us change. He also took at least one picture of a friend while she was naked. He was consistelently talking about sex and its previous relationships. He watched soft porn on the TV while we were observing. ,MSC student then phd student ,Technician,Other R1,,Astrophysics ,,They pushed him to retire ,,None,Stressed for a while. Outraged. ,Unsure ,,Male,43073795437,yes,Male,Astrophysics ,Astrophysics,Msc Student Then Phd Student ,Msc,Other R1,,1703,,Astrophysics
12/4/2017 19:03:02,A male colleague wrote me a note in which he suggested we have sex.,full time-fixed term,tenure track,Regional Teaching College,,English,,I showed the note to my chair.  He thought it was funny.,None,I changed my office hours in order to avoid my colleague.,I felt stupid and small.,None,,Male,43073793773,yes,Male,English,English,Full Time-Fixed Term,Full,Regional Teaching College,,1704,,English
12/4/2017 19:00:32,,,,,,,,,,,,,,,43073792035,no,,,,,,,,1705,,
12/4/2017 19:00:02,"A grad student (from another institution) that I was collaborating with denied me access to a database (a shared work product) because I wouldn't date him. I was in a long term relationship at the time. He demanded to be an advisor on my Master's thesis. Faculty from both institutions got involved. I was given a new, different dataset to work with and ended up delaying graduation for about 18 months as I reworked my thesis topic and did the analyses with the new dataset.",Master's student,"Colleague, but at a different institution",Regional Teaching College,,Anthropology/archaeology,,My advisor hooked me up with another collaborator with a similar dataset. My harasser still works in the field. Many of my friends don't know all the details of what happened. ,None? He still works in the field and is well known/liked by many of my friends.,"My delayed graduation caused my doctoral advisor to consider me a ""risk"". She said she almost didn't admit me as an advise. She did, though, and I had a very successful early career. The biggest impact has to do with my participation in regional scholarship. I no longer go to my regional meetings (state level) because my harasser is very active there and still had many friend's. To be a regionalist who doesn't participate in one's main regional society has made things difficult and if I were in a TT position, I'd be very worried. I'm in a great NTT position and have been able to successfully change gears. I shouldn't have had to though.","Because my harasser still has many friends in common with me, I do see him on social media. It is unpleasant, but not much beyond that ","I mentioned above. I study California prehistory and haven't been active in the main regional society for many years because of him. I see re-entry into that job market as more difficult now, but I'm mostly happy where I am. I am most saddened by those friends who did know all or part of the story who maintained friendships with him. ",,Male,43073791686,yes,Male,Anthropology/Archaeology,Anthropology,Master'S Student,Master,Regional Teaching College,,1706,,Anthropology;Archaeology
12/4/2017 18:38:17,"Post doc advisor... [redacted because contributor named names, contra policy of survey]","Post doc, then adjunct lecturer","Supervisor, PI",Other R1,,,,Covered Up,"None, besides a ""firm talking-to"", on audio evidence admitting.",Horrible.,Bad,Debilitating. ,,Male,43073776580,yes,Male,,,"Post doc, then adjunct lecturer",Post,Other R1,,1707,,
12/4/2017 18:28:56,"Sexism worst when pregnant. Most appalling was when male colleague whom I had just met hugged me extremely tightly IN A CLOSED ELEVATOR. I was frozen with fear. Also during my national association’s conference my very senior, male panel chair introduced me as “being busy on a new project - making babies” - the male audience twittered - this after I had put the panel together and explicitly sent detailed bio info. Also various comments from university colleagues during Dept. meetings about being “ready to pop” etc. Oh and this gem - former PhD supervisor called me a “producer of babies” and said mothers couldn’t be scholars. No harassment whatsoever at any time from students or female colleagues  - always senior male men. Remember: harassment exists to police the boundaries of the profession. Always be vigilant. ",Assistant and Associate Professor ,"Conference colleagues, senior scholars, university colleagues","More Than One Institution (feel free to elaborate in ""Comments"")",,History ,, ,Nothing,"Made me look foolish on more than one occasion- portrayed me as object of gaze and implication always was that I did not belong. Personal impact: fear, awareness, always wary, and now, ready to fight","Mourn the loss of my supervisor- have never spoken since; fear, betrayal, lack of trust; extreme disappointment that I love being a scholar to the depths of my being but gatekeepers exist to keep women and especially mothers out",I have fortunately been determined to keep fighting ,"#metoo #ibelieveher; don’t give up; we’ve got your back; never stop fighting; and yes, this is a fight. ",Male,43073770091,yes,Male,History ,History,Assistant and Associate Professor ,Assistant,Multiple,,1708,,History
12/4/2017 18:28:44,"When I was a newly hired assistant professor, my department chair would routinely come into my office, tell me how frustrated he was in his marriage, describe incidents in which women had supposedly hit on him, and inquire into the health of my current relationship and sex life. ",Assistant professor ,Department chair,Other R1,Wayne State University,English,,,,,,,,Male,43073769958,no,Male,English,English,Assistant Professor ,Assistant,Other R1,Wayne State ,1709,Wayne State;Michigan,English
12/4/2017 18:23:53,"-older male colleague making a point to single me out as a young woman on faculty recruiting tour, not comfortable with me “driving on my own in the late afternoon or early evening.”  —older male colleague mimicking the sound of my high heels in a “humorous” way.","Assistant Professor, 2nd year","Full Professor, 41st year",R2,Texas State University,Music,,Never reported,,"None, I chose to ignore both instances as they weren’t technically harassment.","I am constantly made to feel like I am not welcome in my department, both because of my age but also because of my gender.  I am waiting for this older male colleague to retire.",I have been actively seeking other employment.,"I have been lucky and fortunate in not experiencing any real sexual harassment in my workplace.  I am a victim of sexual abuse, so I have always been protective of my personal space and highly aware of any situations that could put me in danger.  I do believe this overt misogyny is impacting my well-being and does have an impact on my career, but I recognize that it is nothing compared to what some have experienced from their workplace. ",Male,43073766590,yes,Male,Music,Music,"Assistant Professor, 2Nd Year",Assistant,R2,Texas State ,1710,Texas State,Music
12/4/2017 18:19:30,"2011: One of my professors in graduate school infamously slept with his students, grad and undergrad alike. I confronted him by saying that I thought he would want to know that grad students were buzzing with gossip about his exploits and the student he was sleeping with at the time would come to class and tell people all about what they had been up to. When I spoke to him, he looked and the ground and said, ""Thanks"" -- then he cut me off professionally, never to speak to me again. He  broke up with this particular student shortly after my confrontation and used my name *while he was still inside of her* in a post-coital ""this isn't working out"" move. He would go on to sleep with several other students while I was in school (and after). This behavior established a value system that confused the metrics for ""good work,"" created competition between women that had nothing to do with the program or our education, and normalized predatory behavior. Of course he has been promoted several times and never held accountable even though his antics are widely known. 

2011: My advisor commented on my breasts in a meeting about my thesis. This was part of a comment  he was making about why he didn't understand that the professor who slept with students was seeing/interested in a friend/colleague of mine who, according to my advisor was less attractive than me ""because [my] breasts [we]re so much larger than hers"". This was completely unprompted, of course. 

2011-2013 I started dating a man who was a year ahead of me in my grad program who serially harassed my friends by constantly crossing boundaries, not accepting no for an answer, and groping them (sometimes in front of me, sometimes not) while we were together. Of course this means that he harassed me, too. We were together for about six months when he moved to the east coast to attend a PhD program from which he was expelled for groping a woman's genitals at an off campus party. Because they were both in the same PhD program, she was able to levy charges. The University suspended him, and after the term was up they took away his funding, but did not require him to leave the program. He quit when the money ran out. During this time of crisis, he turned to me to perform the emotional labor of supporting him without revealing all of the details of what had gone down. After a couple of years, he moved back to where I lived and began adjuncting at the institution where we met. Not only did the faculty support him during his suspension (he reached out to the professor who slept with students to ask for advice), but they hired him back to work in their department knowing fell well of his transgressions, the charges filed, and his 'fall from grace' in the PhD program he moved across the country to attend.",What does this question mean? I was single and coupled throughout my program -- incidents occurred throughout my three years in that grad program. I was a student.,"Tenured faculty, other graduate student",R2,,English Literature,,None. ,None. Even after telling other professors (male and female). One of these men became Dean.,"lack of support when applying to other grad programs, social and scholarly isolation ","It's been delayed. When I arrived at the second grad program I attended, I asked people candidly if this was a place where teachers slept with their students, which revealed how normalized the behavior had become. I spent an entire therapy session talking about these professors as recently as two weeks ago. I am easily triggered, and do not trust men. ","Isolation, lack of trust, humiliation, shame, depression ",I really don't understand the questions about status -- could you clarify?,Male,43073763537,no,Male,English Literature,English,What does this question mean? I was single and coupled throughout my program -- incidents occurred throughout my three years in that grad program. I was a student.,What,R2,,1711,,English
12/4/2017 18:17:42,"The department chair told the assistant department chair it was ""Bullshit"" that I said my publications were unevenly distributed across my pre-tenure period because I had a baby. I did not ask for time on the clock and took no maternity leave. ",Assistant professor going up for tenure. ,Department Chair,Regional Teaching College,,Applied Health,,None. I was able to get tenure but not without strong language to do more research. ,None,I left the institution. ,I was upset that I overheard the conversation. It was meant to be in private but the door to the office was not closed at the time. ,I left the institution. ,,Male,43073762297,no,Male,Applied Health,Applied,Assistant professor going up for tenure. ,Assistant,Regional Teaching College,,1712,,Health
12/4/2017 18:15:32,I was asked if I used being a woman as an excuse for how people perceive me. ,Assistant Professor ,Department Chair,Regional Teaching College,,Applied Health,,The Dean said he would talk with the chair about it. ,None,It was the icing on the cake for me to leave. ,"I felt I had to stop bringing up gender issues since it was clear the chair thought they were BS. This feeling was shared by others in the department who claimed there was ""no research"" that women are evaluated differently than men by supervisors and students. I stopped wanting to come into the office and then thought about leaving academia. ",I thought about leaving academia but I decided it was likely just this set of people. I had tenure but left when I realized that set of men would never value what I did because I was a woman. ,,Male,43073760784,yes,Male,Applied Health,Applied,Assistant Professor ,Assistant,Regional Teaching College,,1713,,Health
12/4/2017 18:13:43,"I was a graduate instructor for an archaeology class during my PhD program. A senior faculty member, who was rumored to have been inappropriate in his advances to students, approached multiple students of mine. He would approach young female undergrads and offer them research opportunities with him in Europe. Essentially, he was asking 19 year-old-girls if they wanted to go to Croatia with him, to be his research assistant. This happened multiple times, over multiple semesters. I asked my department chair for advice, because very excited students would rush in to talk to me about it, he told me to walk those girls into his office. While in there, with me present, he would tell the young ladies that professor in question was a sexual predator, that the University failed to do their due diligence and force him off campus. ",Graduate Instructor for an Archaeology lab associated with an Introduction to Archaeology course.,Senior professor then emeritus professor,Other R1,University of Missouri,Archaeology/Anthropology,,"The department chair at the time warned students, publicly, but nothing was done in spite of numerous attempts by him to file formal complaints. Eventually, after apparently decades, the Harasser, tried to corner a student in the school library, at this point, since he was elderly, she was able to get away, and the harasser was banned from campus (of course at this point he was already emeritus).",None that I could discern.,None.,It pissed me off.,"It made me rethink, along with other factors, to leave the PhD program. I moved to secondary education and continue to advise students to speak out when confronted, or witness to, harassment.",,Male,43073759521,yes,Male,Archaeology/Anthropology,Archaeology,Graduate Instructor for an Archaeology lab associated with an Introduction to Archaeology course.,Graduate,Other R1,University of Missouri,1714,Missouri,Archaeology;Anthropology
12/4/2017 18:13:39,"When I was a prospective PhD student, a department flew out the admitted students to campus for a visit. I met with a senior faculty member in my field--someone whose work I admired greatly, who had been the person who called to offer me a spot in the program. We spoke for a bit about the department and my research, and then he abruptly began to tell me about a museum he thought I should visit while I was in town. He pulled their catalog down from a shelf, drew his chair close to me so that our knees were touching, and placed the book in my lap. Then he slowly leafed through it and showed me all the pictures of naked women. My research was not related to naked women. ",Prospective PhD student,Senior faculty member and potential advisor in a department to which I'd been admitted,Elite Institution/Ivy League,Stanford University,English,,,,,,I chose another program,,Male,43073759480,no,Male,English,English,Prospective Phd Student,Prospective,Elite Institution/Ivy League,Stanford ,1715,Stanford,English
12/4/2017 18:10:42,"Mandatory kiss on the lips, sometimes with tongue included, for all female faculty attending department parties",Assistant Prof,Professor ,Small Liberal Arts College,,English/Literature,,"Never reported as far as I know, though shared among women and allies in & out of dept","He died, eventually. But not because of this behavior specifically.",Learned to go along get along. Learned what the real environment was and so knew how far it was possible to take things. :-(,Probably more than I was willing to admit. I have suffered much worse outside of (and preceding) entering academe.,Did not seek leadership positions; circled my wagons,,Male,43073757432,yes,Male,English/Literature,English,Assistant Prof,Assistant,Small Liberal Arts College,,1716,,English
12/4/2017 18:09:18,"Response 2 of 2: At a party (one of the many many parties) at the house of the Professor mentioned in my first comment, there was a very famous white cis-male poet who was visiting from another top UK institution. 
By the end of the night I was incredibly drunk.  Everyone else had left but I was still there as I was staying with the Professor (who I was having sex with). I remember standing in the kitchen talking to the""famous poet,"" a 71 year old man (who does not drink - although of course his being drunk would not have made this OK). 71. I was 22. I then remember him putting his tongue down my throat. I sort of stood there in horror as it happened for a while, then told him I had to use the bathroom and ran upstairs. I told the Professor (who was asleep/passed out in bed) - I don't know if he heard me. I did not tell any of the people involved in that circle because I was embarrassed that it had happened to me (I had a much less informed idea about consent back then, and certainly didn't consider it to be something that one would report. Again, this speaks to the general culture in academia. ",First Year MA student ,Professor and poet at the top school in the UK.,Other R1,A top UK university ,Literature,,Not reported / none.,None.,,,,,Male,43073756461,no,Male,Literature,Literature,First Year Ma Student ,First,Other R1,A top UK university ,1717,,Literature
12/4/2017 18:07:18,"When I was a PhD student, my advisor put me in touch with a senior faculty member in another department who was doing research on a topic that overlapped with mine. We met for coffee and discussed our work. A few weeks later we ran into each other by chance on the street and had coffee again. After that, he called me several times and tried to convince me to come to New York with him for a weekend. I declined but he continued to call. I stopped picking up the phone. When my advisor asked me how our conversation had gone and I said that he seemed to be interested in a different kind of relationship, she laughed me off and expressed irritation that I didn't appreciate the opportunity she'd offered me. ",PhD student,Senior faculty member in a different department,Elite Institution/Ivy League,Yale University,English,,None,You must be joking,"My discomfort with the situation damaged my relationship with my advisor, who was frustrated by my response--while I felt like I couldn't say anything to anyone else for fear of alienating her more. ",,,,Male,43073755067,no,Male,English,English,Phd Student,Phd,Elite Institution/Ivy League,Yale ,1718,Yale,English
12/4/2017 18:03:44,"Professor of undergrads & grads was (very often) bluntly, and publicly dismissive of women who had been sexually abused as children.",undergrad,professor,Small Liberal Arts College,San Francisco State University,,,"Admin. reviewed a student petition for dismissal, as well as student complaints, and decided to keep him as a tenured faculty member.",None,,This was super distressing!,,,Male,43073752590,yes,Male,,,Undergrad,Undergrad,Small Liberal Arts College,San Francisco State ,1719,San Francisco State,
12/4/2017 18:02:02,"I was walking down the hallway with my faculty mentor (male senior faculty) when we passed Prof. X, a male senior faculty member from another department.  Prof. X did not greet me, but greeted my mentor warmly, took his time ogling me up and down like a piece of meat, and told my mentor, ""Oh, I can see YOU'RE having a good day today.""  My mentor laughed and said indeed, he was.  Even though there was no touching, it felt humiliating to be sexually objectified by a colleague, and gross to be objectified in front of my mentor, especially because my mentor did not challenge his peer's behavior.",Assistant professor,Much more senior professor (20+ years more senior) from another department.,Regional Teaching College,,Social Anthropology,,None (not reported),None,"I felt betrayed by my mentor for failing to challenge his peer's disgustingly unprofessional behavior, and letting it slide by with a laugh.  I lost my trust in him, and because this isn't something that I feel I can bring up with him, I have not met with him since.  My tenure case may suffer somewhat because I have not been turning to him for advice, but I'm reasonably confident I can get tenure even without his advice.","Felt humiliating, pissed me off, and makes me dread crossing paths with Prof. X (whether in the hallway or in inter-departmental faculty meetings).  I already wrestle with imposter syndrome, and this experience now adds some legitimacy to it by causing me to wonder whether it's really my scholarship and service that my male colleagues respect me for.","Added one more thing to the list of reasons why I don't want to work at this place anymore, and why I am contemplating dropping out of academia to help with my husband's business.",,Male,43073751416,no,Male,Social Anthropology,Social,Assistant Professor,Assistant,Regional Teaching College,,1720,,Anthropology
12/4/2017 18:01:19,inappropriate/unwanted comments about my pregnancy,Assistant Professor,Associate Professor ,Elite Institution/Ivy League,,,,,,,,,,Male,43073750920,no,Male,,,Assistant Professor,Assistant,Elite Institution/Ivy League,,1721,,
12/4/2017 18:01:09,Incident 1 of 2 Had a sexual relationship with the white cis-male Professor teaching an undergrad seminar I was taking,Second Year Undergraduate,Assistant Professor - teaching a small seminar class that I was in,Other R1,A top university in UK,Literature,,Never reported (was told many times not to tell anyone to protect his career).,"Lol, none. He is successful and had several more relationships with female undergraduate/graduate students.","A totally distorted relationship to older male academics where I both hate that I get attention for the way I look but also feel rejected if they do not flirt/make a move because it is so common it is almost the norm. I went on to have sexual relationships with three other members of the faculty, although these were when I was studying for an MA and in themselves were much less imbalanced in power than the initial relationship I had as an undergraduate. But it speaks to a heinously laissez-faire attitude to professor-student relationships in UK institutions. ","In the immediate moment, writing a seminar paper for the Professor you are sleeping with when you are 19 years old is all kinds of messy. Not being ""allowed"" to tell any of my friends - which I did not for about 2 years - was incredibly destructive. ",,"Although I am listing 2 main incidents (this comment and the next one) the sexual discrimination and harassment is daily, ongoing, grinding, and disastrous. (I am now a professor at an R1 University in the US). ",Male,43073750800,yes,Male,Literature,Literature,Second Year Undergraduate,Second,Other R1,A top university in UK,1722,,Literature
12/4/2017 17:55:19,"I have faced sexual harassment throughout my career. One of the worst episodes I encountered was from my NIH program official. I trusted him. He asked me to talk with him about my grant on the balcony of his hotel room. I innocently said yes. In the hotel room he put his hands up my dress and attacked me. I fought my way out of the room. 
Despite my refusal, he kept on trying to sleep with me. I continued to refuse over a 6 month period. I was living on 98% soft money and had no other support. I was/am financial head of household.  I was very afraid.
Ultimately I found other sources of NIH funding and survived. This person was very powerful and I think that other women did not feel safe in saying no. ",Full professor with tenure.,NIH program officer. I was a NIH grantee and totally grant dependent for my income.,Elite Institution/Ivy League,Decline to state. I am easily identifiable.,Cancer Biology ,,No one to tell.,"Going forward, it was likely harder for me to get grants. ",I survived and diversified my work. What does not kill you forces you to become stronger. I refuse to bow to predators.,I don’t trust anyone. At all. Ever.,I am the sole breadwinner. I worked harder. This was not the first time (or even the 5th time) this happened. My family needs to eat. So do I.,Thank you for doing this.,Male,43073746746,yes,Male,Cancer Biology ,Cancer,Full Professor With Tenure.,Full,Elite Institution/Ivy League,Decline to state. I am easily identifiable.,1723,,Biology
12/4/2017 17:53:42,Advisor/mentor kept finding ways for us to be off campus alone. Eventually asked me to sleep with him ,Undergrad,"Professor, mentor, advisor",Small Liberal Arts College,,English,,,,,,,,Male,43073745623,no,Male,English,English,Undergrad,Undergrad,Small Liberal Arts College,,1724,,English
12/4/2017 17:46:44,"University of Wyoming 2011. My teaching mentor began asking me inappropriate personal questions about my marriage, my sex life, etc. He repeatedly called me and emailed me, in addition to one on one meetings, to demand I answer these and other questions. It became clear later that he was having sexual  affairs with his other mentees, and presumable expected me to want the same relationship with him.",MA student in the English Department,"Teaching mentor, also with an MA.",Elite Institution/Ivy League,University of Wyoming ,English ,,I asked to be assigned a different mentor. This was denied. ,None,I was given unfavorable teaching reviews from him to the department ,I waited 2 yrs to apply to a PhD program as a result. His treatment of me made me question my abilities as a teacher and a professional. ,I’m a few years behind. ,Thank you for all that you do. ,Male,43073740793,yes,Male,English ,English,MA student in the English Department,Ma,Elite Institution/Ivy League,University of Wyoming ,1725,Wyoming ,English
12/4/2017 17:46:12,I was invited to go out by mi advisor,Grad student,Chair of the Department  and my Advisor,Other R1,University of Pittsburgh,Spanish,,none,none,extremely unconfortable,Lack of self-steem regarding school work ,Decided not to continue in academia,,Male,43073740418,no,Male,Spanish,Spanish,Grad Student,Grad,Other R1,University of Pittsburgh,1726,Pittsburgh,Spanish
